symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
HPE,Hewlett Packard Enterprise Company,21.07,27.36B,29.02B,1.86B,1.30B,1.41,14.95,10.13,$0.52 (2.47%),"Sep 19, 2024","8,358,980",21.39,21.34,20.98 - 21.49,14.47 - 22.82,1.21,Buy,21.46 (+1.85%),"Dec 5, 2024",Communication Equipment,Technology,1939,NYSE,"62,000",https://www.hpe.com
VTR,"Ventas, Inc.",63.60,26.90B,4.80B,-66.50M,422.95M,-0.16,n/a,233.26,$1.80 (2.83%),"Oct 1, 2024","3,193,726",63.00,63.50,62.89 - 63.83,41.45 - 67.61,1.39,Buy,60.40 (-5.03%),"Oct 30, 2024",REIT - Healthcare Facilities,Real Estate,"May 4, 1998",NYSE,486,https://www.ventasreit.com
LYB,LyondellBasell Industries N.V.,82.65,26.84B,40.73B,2.14B,324.76M,6.57,12.54,10.45,$5.36 (6.49%),"Aug 26, 2024","1,569,089",82.64,82.56,82.27 - 83.32,82.20 - 107.02,1.09,Buy,101.55 (+22.87%),"Nov 1, 2024",Specialty Chemicals,Materials,1955,NYSE,"20,000",https://www.lyondellbasell.com
SW,Smurfit Westrock Plc,51.66,26.77B,16.43B,221.00M,518.12M,0.68,76.00,16.61,$1.21 (2.34%),"Nov 15, 2024","3,028,239",49.76,50.05,49.76 - 51.72,38.55 - 54.32,1.03,Buy,58.00 (+12.27%),"Oct 30, 2024",Packaging & Containers,Consumer Discretionary,1934,NYSE,"47,000",https://www.smurfitwestrock.com
CHD,"Church & Dwight Co., Inc.",109.02,26.71B,6.05B,549.80M,245.00M,2.23,48.90,30.05,$1.14 (1.04%),"Nov 15, 2024","1,951,800",107.90,107.60,107.16 - 109.52,90.26 - 110.31,0.55,Buy,107.14 (-1.72%),"Nov 1, 2024",Household & Personal Products,Consumer Staples,1846,NYSE,"5,550",https://www.churchdwight.com
DECK,Deckers Outdoor Corporation,175.66,26.69B,4.66B,875.41M,151.92M,5.68,30.92,29.97,n/a,n/a,"822,844",175.84,176.86,174.06 - 176.83,102.80 - 184.48,1.05,Buy,176.37 (+0.4%),"Oct 24, 2024",Footwear & Accessories,Consumer Discretionary,"Oct 14, 1993",NYSE,"4,800",https://www.deckers.com
BR,"Broadridge Financial Solutions, Inc.",227.78,26.63B,6.50B,687.00M,116.89M,5.79,39.36,26.27,$3.52 (1.55%),"Sep 12, 2024","583,287",227.13,227.56,225.94 - 229.12,181.11 - 230.00,1.06,Buy,217.83 (-4.37%),"Nov 5, 2024",Information Technology Services,Technology,"Apr 2, 2007",NYSE,"14,600",https://www.broadridge.com
PHM,"PulteGroup, Inc.",128.89,26.43B,17.32B,2.88B,205.08M,13.56,9.50,9.68,$0.80 (0.62%),"Sep 17, 2024","1,499,252",129.05,129.44,127.72 - 129.89,86.59 - 149.47,1.64,Buy,145.00 (+12.5%),"Oct 22, 2024",Residential Construction,Consumer Discretionary,1950,NYSE,"6,382",https://www.pultegroup.com
TROW,"T. Rowe Price Group, Inc.",118.77,26.39B,6.91B,2.04B,222.16M,9.13,13.01,12.65,$4.96 (4.18%),"Sep 13, 2024","1,318,739",119.80,119.80,118.42 - 120.65,96.46 - 122.27,1.42,Sell,114.92 (-3.24%),"Nov 1, 2024",Asset Management,Financials,1937,NASDAQ,"7,906",https://www.troweprice.com
AWK,"American Water Works Company, Inc.",134.23,26.16B,4.52B,983.00M,194.89M,5.03,26.66,27.93,$3.06 (2.28%),"Nov 12, 2024","1,590,364",132.23,132.02,131.75 - 134.38,113.34 - 150.68,0.70,Hold,140.00 (+4.3%),"Oct 30, 2024",Utilities - Regulated Water,Utilities,"Apr 23, 2008",NYSE,"6,500",https://www.amwater.com
HAL,Halliburton Company,29.69,26.08B,23.07B,2.55B,878.50M,2.86,10.38,9.79,$0.68 (2.29%),"Sep 4, 2024","8,988,897",30.20,30.11,29.63 - 30.77,27.26 - 41.56,1.90,Strong Buy,40.56 (+36.61%),"Nov 7, 2024",Oil & Gas Equipment & Services,Energy,1919,NYSE,"48,000",https://www.halliburton.com
FTV,Fortive Corporation,74.82,25.96B,6.20B,889.30M,346.95M,2.50,29.92,18.24,$0.32 (0.43%),"Sep 13, 2024","3,044,930",75.29,75.61,74.56 - 75.57,66.15 - 87.10,1.17,Buy,87.82 (+17.38%),"Oct 30, 2024",Scientific & Technical Instruments,Technology,2015,NYSE,"18,000",https://www.fortive.com
KEYS,"Keysight Technologies, Inc.",149.37,25.92B,5.00B,913.00M,173.54M,5.20,28.73,22.77,n/a,n/a,"1,282,174",151.92,153.68,149.27 - 152.79,119.72 - 166.28,0.98,Buy,171.22 (+14.63%),"Nov 19, 2024",Scientific & Technical Instruments,Technology,1939,NYSE,"14,900",https://www.keysight.com
HBAN,Huntington Bancshares Incorporated,17.69,25.70B,6.69B,1.52B,1.45B,1.03,17.16,14.00,$0.62 (3.51%),"Dec 18, 2024","15,829,425",17.63,17.53,17.44 - 17.85,10.73 - 17.97,1.06,Buy,16.09 (-9.04%),"Oct 17, 2024",Banks - Regional,Financials,1866,NASDAQ,"19,995",https://www.huntington.com
GDDY,GoDaddy Inc.,182.92,25.68B,4.48B,1.85B,140.39M,12.74,14.35,28.93,n/a,n/a,"1,354,905",183.80,185.29,181.96 - 184.93,91.69 - 190.21,1.11,Buy,167.57 (-8.39%),"Oct 30, 2024",Software - Infrastructure,Technology,"Apr 1, 2015",NYSE,"6,159",https://www.godaddy.com
TYL,"Tyler Technologies, Inc.",597.10,25.56B,2.08B,236.71M,42.80M,5.48,109.04,56.68,n/a,n/a,"252,741",611.67,614.28,595.50 - 611.67,397.80 - 631.43,0.77,Strong Buy,642.62 (+7.62%),"Oct 23, 2024",Software - Application,Technology,1966,NYSE,"7,300",https://www.tylertech.com
ADM,Archer-Daniels-Midland Company,53.35,25.51B,88.77B,2.60B,478.14M,5.01,10.65,11.42,$2.00 (3.75%),"Aug 21, 2024","3,556,571",52.71,52.51,52.70 - 53.88,48.92 - 77.35,0.72,Hold,62.92 (+17.94%),"Nov 25, 2024",Farm Products,Consumer Staples,1902,NYSE,"41,802",https://www.adm.com
EQT,EQT Corporation,42.71,25.48B,4.62B,314.24M,596.68M,0.67,63.78,18.54,$0.64 (1.50%),"Nov 6, 2024","4,711,851",42.88,42.86,42.45 - 43.43,30.02 - 44.28,1.07,Buy,42.12 (-1.38%),"Oct 29, 2024",Oil & Gas Exploration & Production,Energy,1925,NYSE,881,https://www.eqt.com
VLTO,Veralto Corporation,102.68,25.39B,5.14B,806.00M,247.31M,3.24,31.69,28.13,$0.36 (0.35%),"Sep 27, 2024","1,135,547",102.45,103.11,102.10 - 102.96,70.06 - 115.00,n/a,Buy,108.27 (+5.44%),"Oct 23, 2024",Pollution & Treatment Controls,Industrials,2023,NYSE,"16,000",https://www.veralto.com
CPAY,"Corpay, Inc.",363.36,25.33B,3.88B,1.01B,69.71M,14.01,25.93,16.96,n/a,n/a,"564,439",368.73,370.28,362.82 - 370.52,230.68 - 375.98,1.21,Buy,376.73 (+3.68%),"Nov 7, 2024",Software - Infrastructure,Technology,"Dec 15, 2010",NYSE,"10,500",https://www.corpay.com
SYF,Synchrony Financial,64.98,25.30B,9.01B,3.10B,389.34M,7.67,8.48,9.54,$1.00 (1.54%),"Nov 4, 2024","3,569,758",64.99,64.89,64.62 - 65.49,29.10 - 67.76,1.59,Buy,54.40 (-16.28%),"Oct 16, 2024",Credit Services,Financials,1932,NYSE,"20,000",https://www.synchrony.com
DVN,Devon Energy Corporation,38.47,25.27B,14.53B,3.40B,656.90M,5.41,7.11,8.85,$1.45 (3.77%),"Dec 13, 2024","5,005,092",39.21,39.38,38.34 - 39.74,37.77 - 55.09,2.07,Buy,52.16 (+35.59%),"Nov 5, 2024",Oil & Gas Exploration & Production,Energy,1971,NYSE,"1,900",https://www.devonenergy.com
MTD,Mettler-Toledo International Inc.,"1,179.58",24.89B,3.76B,795.63M,21.10M,37.06,31.83,28.38,n/a,n/a,"329,115","1,237.19","1,237.78","1,176.68 - 1,237.19","1,041.49 - 1,546.93",1.16,Hold,"1,334.44 (+13.13%)","Nov 7, 2024",Diagnostics & Research,Healthcare,"Nov 13, 1997",NYSE,"17,300",https://www.mt.com
DTE,DTE Energy Company,120.09,24.87B,12.42B,1.53B,207.10M,7.38,16.27,17.14,$4.08 (3.40%),"Sep 16, 2024","3,097,572",119.12,119.41,118.95 - 120.34,101.44 - 131.67,0.68,Buy,129.21 (+7.59%),"Oct 24, 2024",Utilities - Regulated Electric,Utilities,1903,NYSE,"9,950",https://www.dteenergy.com
PPL,PPL Corporation,33.70,24.87B,8.28B,822.00M,737.97M,1.11,30.35,19.70,$1.03 (3.06%),"Sep 10, 2024","4,465,772",33.29,33.21,33.19 - 33.75,25.35 - 33.75,0.83,Buy,35.50 (+5.34%),"Nov 1, 2024",Utilities - Regulated Electric,Utilities,1920,NYSE,"9,753",https://www.pplweb.com
AEE,Ameren Corporation,91.22,24.35B,7.06B,1.13B,266.93M,4.26,21.43,18.64,$2.68 (2.94%),"Dec 11, 2024","1,447,515",89.54,89.72,89.54 - 91.28,67.03 - 92.77,0.46,Buy,85.36 (-6.42%),"Nov 6, 2024",Utilities - Regulated Electric,Utilities,1901,NYSE,"9,372",https://www.amereninvestors.com
ROL,"Rollins, Inc.",49.91,24.17B,3.31B,469.51M,484.31M,0.97,51.47,46.21,$0.66 (1.32%),"Nov 12, 2024","2,460,992",50.22,50.11,49.55 - 50.22,39.20 - 52.16,0.70,Buy,49.83 (-0.16%),"Oct 23, 2024",Personal Services,Consumer Discretionary,1948,NYSE,"19,031",https://www.rollins.com
NTAP,"NetApp, Inc.",117.21,24.00B,6.38B,1.09B,204.78M,5.12,22.90,16.25,$2.08 (1.78%),"Oct 4, 2024","1,907,080",116.80,118.07,116.68 - 118.24,76.89 - 135.01,1.22,Buy,131.38 (+12.09%),"Nov 21, 2024",Computer Hardware,Technology,"Nov 21, 1995",NASDAQ,"11,800",https://www.netapp.com
RF,Regions Financial Corporation,26.36,23.96B,6.56B,1.63B,908.86M,1.77,14.85,11.89,$1.00 (3.79%),"Dec 2, 2024","9,270,567",26.45,26.27,26.14 - 26.56,15.79 - 26.73,1.18,Buy,25.88 (-1.82%),"Oct 18, 2024",Banks - Regional,Financials,1970,NYSE,"20,101",https://www.regions.com
FE,FirstEnergy Corp.,41.51,23.92B,13.26B,892.00M,576.32M,1.55,26.78,14.58,$1.70 (4.10%),"Nov 7, 2024","2,769,006",40.69,40.83,40.66 - 41.55,35.41 - 44.97,0.50,Buy,46.45 (+11.9%),"Oct 29, 2024",Utilities - Regulated Electric,Utilities,1996,NYSE,"18,000",https://www.firstenergycorp.com
SBAC,SBA Communications Corporation,221.09,23.77B,2.66B,685.43M,107.52M,6.34,34.89,25.22,$3.92 (1.77%),"Nov 14, 2024","817,941",218.90,218.47,217.53 - 221.92,183.64 - 258.76,0.67,Buy,257.07 (+16.27%),"Oct 28, 2024",REIT - Specialty,Real Estate,"Jun 16, 1999",NASDAQ,"1,787",https://www.sbasite.com
CINF,Cincinnati Financial Corporation,151.78,23.73B,12.16B,3.07B,156.32M,19.47,7.79,22.78,$3.24 (2.14%),"Sep 17, 2024","512,264",150.01,149.55,149.51 - 151.95,99.61 - 152.30,0.67,Buy,136.57 (-10.02%),"Oct 24, 2024",Insurance - Property & Casualty,Financials,1950,NASDAQ,"5,426",https://www.cinfin.com
CDW,CDW Corporation,177.63,23.67B,20.83B,1.11B,133.26M,8.18,21.71,18.12,$2.50 (1.41%),"Nov 25, 2024","2,703,355",181.71,180.77,175.94 - 182.17,175.94 - 263.37,1.05,Buy,244.63 (+37.72%),"Oct 30, 2024",Information Technology Services,Technology,"May 27, 1993",NASDAQ,"15,100",https://www.cdw.com
HUBB,Hubbell Incorporated,437.61,23.49B,5.64B,750.30M,53.67M,13.89,31.51,25.10,$5.28 (1.21%),"Nov 29, 2024","403,882",439.00,440.09,437.39 - 444.95,293.15 - 481.35,0.90,Buy,433.50 (-0.94%),"Oct 29, 2024",Electrical Equipment & Parts,Industrials,1888,NYSE,"18,317",https://www.hubbell.com
BIIB,Biogen Inc.,159.99,23.31B,9.61B,1.62B,145.72M,11.06,14.46,10.16,n/a,n/a,"1,903,479",165.46,164.89,159.60 - 166.34,159.60 - 268.30,-0.06,Buy,260.48 (+62.81%),"Oct 30, 2024",Drug Manufacturers - General,Healthcare,"Sep 16, 1991",NASDAQ,"7,570",https://www.biogen.com
EXPE,"Expedia Group, Inc.",181.35,23.28B,13.39B,1.07B,128.35M,7.63,23.77,13.60,n/a,n/a,"2,194,083",180.02,182.26,177.59 - 181.98,107.25 - 190.40,1.78,Buy,160.32 (-11.6%),"Nov 7, 2024",Travel Services,Consumer Discretionary,"Nov 10, 1999",NASDAQ,"17,100",https://www.expediagroup.com
WRB,W. R. Berkley Corporation,60.74,23.15B,13.19B,1.58B,381.07M,3.90,15.58,14.66,$0.07 (0.12%),"Sep 23, 2024","2,073,917",59.61,59.65,59.61 - 60.83,45.75 - 61.96,0.62,Buy,66.91 (+10.16%),"Oct 21, 2024",Insurance - Property & Casualty,Financials,1967,NYSE,"8,329",https://www.berkley.com
TSN,"Tyson Foods, Inc.",64.32,22.89B,53.31B,800.00M,355.86M,2.25,28.59,18.52,$1.96 (3.05%),"Nov 29, 2024","3,430,175",64.34,64.01,63.64 - 64.99,46.51 - 66.88,0.77,Hold,61.60 (-4.23%),"Nov 12, 2024",Farm Products,Consumer Staples,1935,NYSE,"139,000",https://www.tysonfoods.com
EL,The Estée Lauder Companies Inc.,63.75,22.88B,15.45B,203.00M,358.98M,0.56,113.46,36.36,$2.33 (3.66%),"Nov 29, 2024","3,016,365",64.73,64.83,63.45 - 64.73,62.29 - 159.75,1.04,Hold,94.00 (+47.45%),"Oct 31, 2024",Household & Personal Products,Consumer Staples,"Nov 16, 1995",NYSE,"62,000",https://www.elcompanies.com
PTC,PTC Inc.,190.01,22.83B,2.30B,376.33M,120.13M,3.12,60.90,32.30,n/a,n/a,"666,291",190.59,191.11,188.74 - 191.52,152.54 - 199.48,1.17,Buy,206.18 (+8.51%),"Nov 6, 2024",Software - Application,Technology,"Dec 7, 1989",NASDAQ,"7,231",https://www.ptc.com
WST,"West Pharmaceutical Services, Inc.",314.49,22.78B,2.88B,499.60M,72.42M,6.74,46.66,44.06,$0.84 (0.27%),"Nov 13, 2024","1,087,260",337.89,338.12,313.15 - 337.89,265.00 - 413.70,1.00,Buy,460.33 (+46.37%),"Oct 24, 2024",Medical Instruments & Supplies,Healthcare,1923,NYSE,"10,600",https://www.westpharma.com
ES,Eversource Energy,61.85,22.66B,11.62B,-549.35M,366.40M,-1.56,n/a,13.17,$2.86 (4.62%),"Sep 23, 2024","1,718,493",61.22,61.48,61.12 - 62.06,52.09 - 69.01,0.62,Buy,68.86 (+11.33%),"Nov 4, 2024",Utilities - Regulated Electric,Utilities,1927,NYSE,"10,171",https://www.eversource.com
WBD,"Warner Bros. Discovery, Inc.",9.22,22.62B,39.58B,-11.22B,2.45B,-4.59,n/a,28.57,n/a,n/a,"38,111,201",9.87,9.86,9.10 - 9.88,6.64 - 12.70,1.48,Buy,10.75 (+16.59%),"Nov 7, 2024",Entertainment,Communication Services,1923,NASDAQ,"35,300",https://ir.wbd.com
ATO,Atmos Energy Corporation,144.89,22.49B,4.09B,1.03B,155.23M,6.81,21.27,20.29,$3.22 (2.22%),"Aug 26, 2024","1,155,439",144.35,144.34,143.78 - 146.09,110.46 - 148.39,0.67,Buy,141.39 (-2.42%),"Nov 6, 2024",Utilities - Regulated Gas,Utilities,"Jan 1, 1987",NYSE,"5,019",https://www.atmosenergy.com
WY,Weyerhaeuser Company,30.93,22.47B,7.19B,534.00M,726.58M,0.73,42.35,44.02,$0.80 (2.59%),"Aug 30, 2024","1,737,782",30.87,30.86,30.73 - 31.07,26.73 - 36.27,1.43,Buy,36.33 (+17.46%),"Oct 24, 2024",REIT - Specialty,Real Estate,1900,NYSE,"9,318",https://www.weyerhaeuser.com
ZBH,"Zimmer Biomet Holdings, Inc.",112.54,22.40B,7.60B,1.08B,199.04M,5.26,21.41,13.31,$0.96 (0.85%),"Sep 30, 2024","2,229,747",108.45,108.85,108.25 - 112.74,101.47 - 133.90,1.02,Hold,124.40 (+10.54%),"Oct 30, 2024",Medical Devices,Healthcare,1927,NYSE,"18,000",https://www.zimmerbiomet.com
IFF,International Flavors & Fragrances Inc.,86.14,22.02B,11.42B,-2.32B,255.68M,-9.10,n/a,19.09,$1.60 (1.86%),"Dec 20, 2024","2,602,102",89.19,89.37,86.07 - 89.19,72.89 - 106.77,1.24,Buy,106.67 (+23.83%),"Nov 5, 2024",Specialty Chemicals,Materials,1833,NYSE,"21,500",https://www.iff.com
TDY,Teledyne Technologies Incorporated,470.15,21.91B,5.59B,943.80M,46.60M,19.76,23.80,26.67,n/a,n/a,"292,840",472.60,476.56,468.77 - 475.25,355.41 - 492.00,1.01,Strong Buy,480.00 (+2.1%),"Oct 23, 2024",Scientific & Technical Instruments,Technology,"Nov 23, 1999",NYSE,"14,900",https://www.teledyne.com
STE,STERIS plc,220.12,21.73B,5.33B,434.80M,98.71M,4.37,37.00,22.89,$2.28 (1.04%),"Nov 19, 2024","540,408",221.00,221.19,219.34 - 221.81,195.47 - 248.24,0.85,Buy,253.00 (+14.94%),"Nov 6, 2024",Medical Devices,Healthcare,"Jun 1, 1992",NYSE,"18,179",https://www.steris.com
WDC,Western Digital Corporation,62.80,21.71B,14.35B,329.00M,345.71M,0.99,63.27,7.95,n/a,n/a,"3,369,865",62.45,63.22,62.30 - 63.12,46.05 - 81.55,1.39,Buy,89.42 (+42.39%),"Oct 24, 2024",Computer Hardware,Technology,1970,NASDAQ,"53,000",https://www.westerndigital.com
LDOS,"Leidos Holdings, Inc.",160.65,21.44B,16.28B,1.20B,133.43M,8.73,18.40,15.76,$1.60 (1.00%),"Dec 16, 2024","5,722,134",167.80,167.96,156.75 - 168.73,104.72 - 202.90,0.69,Strong Buy,189.00 (+17.65%),"Oct 29, 2024",Information Technology Services,Technology,"Oct 13, 2006",NYSE,"47,000",https://www.leidos.com
NTRS,Northern Trust Corporation,107.60,21.33B,7.86B,1.63B,198.22M,8.00,13.45,14.12,$3.00 (2.79%),"Dec 6, 2024","1,625,169",106.18,105.96,105.79 - 107.87,74.63 - 108.53,1.07,Hold,100.54 (-6.56%),"Oct 23, 2024",Asset Management,Financials,1889,NASDAQ,"23,100",https://www.northerntrust.com
WAT,Waters Corporation,358.46,21.28B,2.91B,622.64M,59.38M,10.48,34.22,28.35,n/a,n/a,"613,556",377.06,376.72,357.13 - 377.23,258.90 - 393.38,0.97,Hold,357.85 (-0.17%),"Nov 1, 2024",Diagnostics & Research,Healthcare,"Nov 16, 1995",NYSE,"7,900",https://www.waters.com
STLD,"Steel Dynamics, Inc.",139.41,21.22B,17.90B,1.75B,152.24M,11.07,12.59,15.19,$1.84 (1.32%),"Sep 30, 2024","1,236,357",139.07,137.81,138.20 - 140.47,104.60 - 155.56,1.32,Buy,139.90 (+0.35%),"Oct 16, 2024",Steel,Materials,"Nov 21, 1996",NASDAQ,"12,600",https://www.steeldynamics.com
ERIE,Erie Indemnity Company,405.00,21.18B,3.69B,559.21M,52.29M,12.10,33.46,29.78,$5.10 (1.26%),"Oct 7, 2024","194,049",408.74,406.11,402.95 - 413.91,277.95 - 547.00,0.45,n/a,n/a,"Oct 31, 2024",Insurance Brokers,Financials,"Oct 2, 1995",NASDAQ,"6,556",https://www.erieinsurance.com
PKG,Packaging Corporation of America,235.81,21.03B,8.18B,767.70M,89.17M,8.58,27.48,21.23,$5.00 (2.12%),"Sep 16, 2024","579,790",235.32,235.60,234.53 - 236.34,148.50 - 245.00,0.78,Buy,231.50 (-1.83%),"Oct 22, 2024",Packaging & Containers,Consumer Discretionary,"Jan 27, 2000",NYSE,"14,900",https://www.packagingcorp.com
CBOE,"Cboe Global Markets, Inc.",200.71,21.01B,3.96B,776.20M,104.69M,7.34,27.34,22.45,$2.52 (1.26%),"Nov 29, 2024","1,411,479",198.86,198.43,197.52 - 201.27,166.13 - 216.95,0.67,Buy,209.42 (+4.34%),"Nov 1, 2024",Financial Data & Stock Exchanges,Financials,"Jun 15, 2010",BATS,"1,647",https://www.cboe.com
FOXA,Fox Corporation,45.64,20.85B,14.34B,1.92B,456.74M,4.07,11.21,11.79,$0.53 (1.16%),"Sep 4, 2024","8,085,708",47.51,47.48,45.57 - 47.57,28.29 - 47.59,0.77,Buy,44.13 (-3.31%),"Nov 4, 2024",Entertainment,Communication Services,2018,NASDAQ,"10,200",https://www.foxcorporation.com
INVH,Invitation Homes Inc.,33.79,20.77B,2.55B,439.59M,614.58M,0.72,47.07,45.08,$1.12 (3.32%),"Sep 26, 2024","2,710,172",33.44,33.54,33.39 - 33.84,31.01 - 37.80,1.01,Buy,38.79 (+14.8%),"Oct 30, 2024",REIT - Residential,Real Estate,"Feb 1, 2017",NYSE,"1,555",https://www.invitationhomes.com
CLX,The Clorox Company,167.64,20.75B,7.47B,357.00M,123.78M,2.88,58.29,24.53,$4.88 (2.91%),"Oct 23, 2024","1,068,057",166.32,165.75,165.74 - 168.58,127.60 - 169.09,0.40,Hold,155.00 (-7.54%),"Oct 30, 2024",Household & Personal Products,Consumer Staples,1913,NYSE,"8,000",https://www.thecloroxcompany.com
CFG,"Citizens Financial Group, Inc.",46.78,20.62B,7.12B,1.16B,440.70M,2.53,18.48,13.11,$1.68 (3.59%),"Oct 30, 2024","3,793,894",46.40,46.58,46.14 - 46.97,26.13 - 48.35,1.32,Buy,43.80 (-6.37%),"Oct 16, 2024",Banks - Regional,Financials,"Sep 24, 2014",NYSE,"17,750",https://www.citizensbank.com
STX,Seagate Technology Holdings plc,96.79,20.47B,7.27B,824.00M,211.53M,3.84,25.18,11.86,$2.88 (2.98%),"Dec 13, 2024","1,925,313",96.92,97.46,96.41 - 97.55,75.41 - 115.32,1.07,Buy,117.56 (+21.46%),"Oct 22, 2024",Computer Hardware,Technology,"Dec 11, 2002",NASDAQ,"30,000",https://www.seagate.com
FSLR,"First Solar, Inc.",190.45,20.39B,3.85B,1.25B,107.06M,11.61,16.41,9.87,n/a,n/a,"4,084,581",194.59,195.14,190.13 - 203.92,135.88 - 306.77,1.48,Strong Buy,280.52 (+47.29%),"Oct 29, 2024",Solar,Technology,"Nov 17, 2006",NASDAQ,"6,700",https://www.firstsolar.com
CMS,CMS Energy Corporation,68.23,20.39B,7.48B,1.04B,298.78M,3.50,19.50,19.30,$2.06 (3.02%),"Nov 13, 2024","2,677,401",67.20,67.41,67.20 - 68.30,55.10 - 72.40,0.41,Buy,69.14 (+1.33%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1987,NYSE,"8,356",https://www.cmsenergy.com
BLDR,"Builders FirstSource, Inc.",176.28,20.29B,16.73B,1.24B,115.08M,10.23,17.23,15.69,n/a,n/a,"1,072,936",180.21,181.20,175.05 - 180.81,130.70 - 214.70,2.08,Strong Buy,203.24 (+15.29%),"Nov 5, 2024",Building Products & Equipment,Industrials,"Jun 22, 2005",NYSE,"29,000",https://www.bldr.com
FOX,Fox Corporation,42.87,20.19B,14.34B,1.92B,235.58M,4.07,10.51,11.70,$0.53 (1.24%),"Sep 4, 2024","1,579,041",44.23,44.22,42.69 - 44.42,25.82 - 44.42,0.77,n/a,n/a,"Nov 4, 2024",Entertainment,Communication Services,2018,NASDAQ,"10,400",https://www.foxcorporation.com
CNP,"CenterPoint Energy, Inc.",30.86,20.11B,8.56B,963.00M,651.73M,1.50,20.56,17.77,$0.84 (2.72%),"Nov 21, 2024","5,826,010",29.97,29.98,29.97 - 30.88,25.41 - 31.57,0.92,Hold,29.83 (-3.34%),"Oct 28, 2024",Utilities - Regulated Electric,Utilities,1866,NYSE,"15,001",https://www.centerpointenergy.com
ESS,"Essex Property Trust, Inc.",301.76,20.10B,1.75B,549.46M,66.60M,8.56,35.26,51.42,$9.80 (3.25%),"Sep 30, 2024","328,604",302.67,302.74,299.67 - 303.56,209.17 - 317.73,0.90,Hold,282.37 (-6.43%),"Oct 29, 2024",REIT - Residential,Real Estate,"Jun 6, 1994",NYSE,"1,750",https://www.essexapartmenthomes.com
IP,International Paper Company,57.58,20.00B,18.64B,420.00M,347.41M,1.18,48.61,27.25,$1.84 (3.20%),"Nov 15, 2024","5,335,889",56.04,56.47,56.01 - 57.68,31.77 - 59.52,0.99,Strong Buy,52.08 (-9.55%),"Oct 31, 2024",Packaging & Containers,Consumer Discretionary,1898,NYSE,"39,000",https://www.internationalpaper.com
ZBRA,Zebra Technologies Corporation,385.91,19.91B,4.66B,382.00M,51.58M,7.36,52.41,24.90,n/a,n/a,"362,467",395.04,394.66,382.19 - 395.16,215.27 - 405.62,1.64,Buy,386.20 (+0.08%),"Oct 29, 2024",Communication Equipment,Technology,"Aug 15, 1991",NASDAQ,"9,750",https://www.zebra.com
BBY,"Best Buy Co., Inc.",92.66,19.90B,42.54B,1.26B,214.73M,5.80,15.99,14.13,$3.76 (4.06%),"Sep 19, 2024","3,741,374",91.77,91.58,91.74 - 92.97,62.92 - 103.71,1.49,Buy,103.06 (+11.22%),"Nov 26, 2024",Specialty Retail,Consumer Discretionary,1966,NYSE,"85,000",https://corporate.bestbuy.com
MKC,"McCormick & Company, Incorporated",73.97,19.85B,6.68B,792.60M,268.36M,2.94,25.16,24.79,$1.68 (2.27%),"Oct 7, 2024","2,400,699",74.70,74.92,72.51 - 74.70,63.67 - 85.49,0.76,Hold,78.50 (+6.12%),"Oct 1, 2024",Packaged Foods,Consumer Staples,1889,NYSE,"13,800",https://www.mccormickcorporation.com
COO,"The Cooper Companies, Inc.",99.63,19.84B,3.80B,359.30M,199.16M,1.80,55.42,25.06,n/a,n/a,"1,385,826",100.40,99.86,98.93 - 100.91,82.22 - 112.38,0.99,Buy,117.00 (+17.44%),"Dec 5, 2024",Medical Instruments & Supplies,Healthcare,1980,NASDAQ,"15,000",https://www.coopercos.com
PFG,"Principal Financial Group, Inc.",86.56,19.80B,14.07B,-206.10M,228.73M,-0.88,n/a,10.51,$2.92 (3.37%),"Dec 2, 2024","2,232,195",86.66,86.36,86.11 - 87.38,71.39 - 91.98,1.20,Hold,84.79 (-2.04%),"Oct 24, 2024",Asset Management,Financials,1879,NASDAQ,"19,800",https://www.principal.com
LH,Labcorp Holdings Inc.,235.21,19.67B,12.71B,435.50M,83.64M,5.14,45.80,15.38,$2.88 (1.22%),"Nov 26, 2024","1,028,302",237.93,238.18,232.38 - 239.26,191.97 - 247.99,1.04,Buy,256.14 (+8.9%),"Oct 24, 2024",Diagnostics & Research,Healthcare,1971,NYSE,"67,000",https://www.labcorp.com
DRI,"Darden Restaurants, Inc.",166.78,19.60B,11.42B,1.04B,117.50M,8.66,19.21,17.27,$5.60 (3.36%),"Oct 10, 2024","1,951,734",168.86,168.69,166.33 - 169.44,135.87 - 176.84,1.31,Buy,180.12 (+8.0%),"Dec 13, 2024",Restaurants,Consumer Discretionary,"May 5, 1995",NYSE,"187,384",https://www.darden.com
LUV,Southwest Airlines Co.,32.60,19.55B,27.38B,-48.00M,599.74M,-0.08,n/a,21.19,$0.72 (2.21%),"Sep 4, 2024","6,249,513",32.25,32.42,31.76 - 32.66,23.58 - 35.18,1.15,Hold,30.31 (-7.02%),"Oct 24, 2024",Airlines,Industrials,1967,NYSE,"74,806",https://www.southwest.com
