symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
NVR,"NVR, Inc.","9,222.00",28.26B,10.28B,1.63B,3.06M,488.66,18.87,18.12,n/a,n/a,"15,704","9,200.00","9,293.06","9,151.00 - 9,260.99","6,052.58 - 9,964.77",1.20,Buy,"10,025.00 (+8.71%)","Oct 22, 2024",Residential Construction,Consumer Discretionary,1980,NYSE,"6,300",https://www.nvrinc.com
GDDY,GoDaddy Inc.,199.73,28.04B,4.48B,1.85B,140.39M,12.74,15.67,31.59,n/a,n/a,"1,706,630",198.29,197.43,197.34 - 202.56,96.42 - 202.56,1.11,Buy,169.36 (-15.21%),"Oct 30, 2024",Software - Infrastructure,Technology,"Apr 1, 2015",NYSE,"6,159",https://www.godaddy.com
K,Kellanova,81.13,27.97B,12.80B,1.01B,344.70M,2.91,27.89,20.95,$2.28 (2.81%),"Dec 2, 2024","838,557",81.04,81.11,81.04 - 81.21,51.02 - 81.34,0.39,Hold,72.21 (-10.99%),"Oct 31, 2024",Packaged Foods,Consumer Staples,1906,NYSE,"23,000",https://www.kellanova.com
HAL,Halliburton Company,31.81,27.95B,23.07B,2.55B,878.50M,2.86,11.12,10.64,$0.68 (2.14%),"Sep 4, 2024","8,022,949",32.03,31.99,31.47 - 32.08,27.26 - 41.56,1.90,Strong Buy,40.50 (+27.32%),"Jan 21, 2025",Oil & Gas Equipment & Services,Energy,1919,NYSE,"48,000",https://www.halliburton.com
MPWR,"Monolithic Power Systems, Inc.",572.08,27.91B,2.04B,434.24M,48.78M,8.87,64.49,35.65,$5.00 (0.87%),"Sep 30, 2024","1,267,660",599.00,600.86,568.12 - 602.30,538.00 - 959.64,1.15,Strong Buy,840.36 (+46.9%),"Oct 30, 2024",Semiconductors,Technology,"Nov 19, 2004",NASDAQ,"3,564",https://www.monolithicpower.com
PHM,"PulteGroup, Inc.",135.60,27.81B,17.32B,2.88B,205.08M,13.56,10.00,10.18,$0.80 (0.59%),"Sep 17, 2024","1,146,581",136.31,137.65,133.80 - 137.40,86.59 - 149.47,1.64,Buy,145.00 (+6.93%),"Oct 22, 2024",Residential Construction,Consumer Discretionary,1950,NYSE,"6,382",https://www.pultegroup.com
BR,"Broadridge Financial Solutions, Inc.",236.44,27.64B,6.50B,687.00M,116.89M,5.79,40.30,26.88,$3.52 (1.50%),"Sep 12, 2024","446,746",234.17,233.23,232.61 - 236.49,186.19 - 236.49,1.06,Buy,217.83 (-7.87%),"Nov 5, 2024",Information Technology Services,Technology,"Apr 2, 2007",NYSE,"14,600",https://www.broadridge.com
TROW,"T. Rowe Price Group, Inc.",123.95,27.54B,6.91B,2.04B,222.16M,9.13,13.58,13.20,$4.96 (4.00%),"Sep 13, 2024","1,307,359",122.56,122.97,122.04 - 124.31,96.50 - 124.31,1.42,Sell,114.92 (-7.29%),"Nov 1, 2024",Asset Management,Financials,1937,NASDAQ,"7,906",https://www.troweprice.com
FTV,Fortive Corporation,78.96,27.40B,6.20B,889.30M,346.95M,2.50,31.51,19.20,$0.32 (0.41%),"Sep 13, 2024","2,134,319",79.33,79.68,78.49 - 79.42,66.15 - 87.10,1.17,Buy,87.82 (+11.22%),"Oct 30, 2024",Scientific & Technical Instruments,Technology,2015,NYSE,"18,000",https://www.fortive.com
TYL,"Tyler Technologies, Inc.",635.19,27.19B,2.08B,236.71M,42.80M,5.48,115.99,60.29,n/a,n/a,"196,302",624.40,624.19,618.55 - 635.35,397.80 - 635.35,0.77,Strong Buy,642.62 (+1.17%),"Oct 23, 2024",Software - Application,Technology,1966,NYSE,"7,300",https://www.tylertech.com
EQT,EQT Corporation,45.56,27.18B,4.62B,314.24M,596.68M,0.67,68.03,18.73,$0.64 (1.41%),"Nov 6, 2024","6,465,377",45.96,45.99,44.83 - 46.19,30.02 - 48.02,1.07,Buy,44.06 (-3.29%),"Oct 29, 2024",Oil & Gas Exploration & Production,Energy,1925,NYSE,881,https://www.eqt.com
VTR,"Ventas, Inc.",64.25,27.17B,4.80B,-66.50M,422.95M,-0.16,n/a,296.54,$1.80 (2.80%),"Oct 1, 2024","2,714,893",63.33,63.20,63.10 - 64.28,41.45 - 67.61,1.39,Buy,60.40 (-5.99%),"Oct 30, 2024",REIT - Healthcare Facilities,Real Estate,"May 4, 1998",NYSE,486,https://www.ventasreit.com
CHD,"Church & Dwight Co., Inc.",110.38,27.04B,6.05B,549.80M,245.00M,2.23,49.51,30.42,$1.14 (1.03%),"Nov 15, 2024","958,360",110.91,110.41,109.63 - 111.23,90.26 - 113.50,0.55,Buy,108.53 (-1.68%),"Nov 1, 2024",Household & Personal Products,Consumer Staples,1846,NYSE,"5,550",https://www.churchdwight.com
AWK,"American Water Works Company, Inc.",137.59,26.82B,4.52B,983.00M,194.89M,5.03,27.33,28.58,$3.06 (2.22%),"Nov 12, 2024","934,804",136.76,136.74,135.10 - 137.66,113.34 - 150.68,0.70,Hold,141.88 (+3.12%),"Oct 30, 2024",Utilities - Regulated Water,Utilities,"Apr 23, 2008",NYSE,"6,500",https://www.amwater.com
VLTO,Veralto Corporation,107.96,26.70B,5.14B,806.00M,247.31M,3.24,33.32,29.58,$0.36 (0.33%),"Sep 27, 2024","842,130",108.78,108.48,107.95 - 108.96,72.85 - 115.00,n/a,Buy,108.27 (+0.29%),"Oct 23, 2024",Pollution & Treatment Controls,Industrials,2023,NYSE,"16,000",https://www.veralto.com
LYB,LyondellBasell Industries N.V.,82.14,26.68B,40.73B,2.14B,324.76M,6.57,12.51,10.38,$5.36 (6.53%),"Aug 26, 2024","2,399,986",83.90,84.06,81.61 - 83.93,81.45 - 107.02,1.09,Buy,101.55 (+23.63%),"Nov 1, 2024",Specialty Chemicals,Materials,1955,NYSE,"20,000",https://www.lyondellbasell.com
CPAY,"Corpay, Inc.",382.14,26.64B,3.88B,1.01B,69.71M,14.01,27.27,17.84,n/a,n/a,"251,965",377.33,381.54,376.84 - 382.48,231.30 - 385.30,1.21,Buy,376.73 (-1.42%),"Nov 7, 2024",Software - Infrastructure,Technology,"Dec 15, 2010",NYSE,"10,500",https://www.corpay.com
HBAN,Huntington Bancshares Incorporated,18.14,26.35B,6.69B,1.52B,1.45B,1.03,17.64,14.35,$0.62 (3.42%),"Dec 18, 2024","8,860,152",18.21,18.20,18.07 - 18.27,10.73 - 18.45,1.06,Buy,16.62 (-8.38%),"Jan 17, 2025",Banks - Regional,Financials,1866,NASDAQ,"19,995",https://www.huntington.com
NTAP,"NetApp, Inc.",129.60,26.35B,6.47B,1.15B,203.31M,5.44,23.84,17.19,$2.08 (1.61%),"Oct 4, 2024","2,574,439",126.41,126.18,126.41 - 129.96,77.56 - 135.45,1.22,Buy,135.94 (+4.89%),"Nov 21, 2024",Computer Hardware,Technology,"Nov 21, 1995",NASDAQ,"11,800",https://www.netapp.com
EL,The Estée Lauder Companies Inc.,73.18,26.27B,15.45B,203.00M,358.98M,0.56,130.25,41.74,$1.40 (1.91%),"Nov 29, 2024","3,804,156",73.15,72.97,71.94 - 74.18,62.29 - 159.75,1.04,Hold,94.00 (+28.45%),"Oct 31, 2024",Household & Personal Products,Consumer Staples,"Nov 16, 1995",NYSE,"62,000",https://www.elcompanies.com
SYF,Synchrony Financial,67.26,26.19B,9.01B,3.10B,389.34M,7.67,8.77,9.87,$1.00 (1.49%),"Nov 4, 2024","1,846,232",66.39,67.04,66.08 - 67.31,29.65 - 67.76,1.59,Buy,55.23 (-17.89%),"Jan 21, 2025",Credit Services,Financials,1932,NYSE,"20,000",https://www.synchrony.com
MTD,Mettler-Toledo International Inc.,"1,232.30",26.00B,3.76B,795.63M,21.10M,37.06,33.04,29.46,n/a,n/a,"147,347","1,193.03","1,224.47","1,192.97 - 1,232.66","1,059.08 - 1,546.93",1.16,Hold,"1,338.75 (+8.64%)","Nov 7, 2024",Diagnostics & Research,Healthcare,"Nov 13, 1997",NYSE,"17,300",https://www.mt.com
DTE,DTE Energy Company,125.45,25.98B,12.42B,1.53B,207.10M,7.38,16.96,18.16,$4.08 (3.26%),"Sep 16, 2024","865,633",125.36,125.18,124.63 - 125.63,102.17 - 131.67,0.68,Buy,129.21 (+3.0%),"Oct 24, 2024",Utilities - Regulated Electric,Utilities,1903,NYSE,"9,950",https://www.dteenergy.com
PPL,PPL Corporation,34.84,25.71B,8.28B,822.00M,737.97M,1.11,31.38,20.36,$1.03 (2.96%),"Sep 10, 2024","5,640,138",34.45,34.40,34.37 - 34.86,25.35 - 35.00,0.83,Buy,35.50 (+1.89%),"Nov 1, 2024",Utilities - Regulated Electric,Utilities,1920,NYSE,"9,753",https://www.pplweb.com
ADM,Archer-Daniels-Midland Company,53.72,25.71B,87.01B,1.80B,478.53M,3.56,15.11,11.36,$2.00 (3.72%),"Nov 21, 2024","2,228,199",53.10,53.01,52.52 - 53.73,48.92 - 77.35,0.72,Hold,62.92 (+17.13%),"Nov 18, 2024",Farm Products,Consumer Staples,1902,NYSE,"41,802",https://www.adm.com
WDC,Western Digital Corporation,73.02,25.24B,14.35B,329.00M,345.71M,0.99,73.57,9.26,n/a,n/a,"10,640,402",69.59,69.43,69.36 - 73.24,46.42 - 81.55,1.39,Buy,89.42 (+22.46%),"Oct 24, 2024",Computer Hardware,Technology,1970,NASDAQ,"53,000",https://www.westerndigital.com
AEE,Ameren Corporation,94.27,25.16B,7.06B,1.13B,266.93M,4.26,22.15,19.26,$2.68 (2.84%),"Dec 11, 2024","559,929",93.88,93.53,93.61 - 94.46,67.03 - 94.62,0.46,Buy,85.45 (-9.36%),"Nov 6, 2024",Utilities - Regulated Electric,Utilities,1901,NYSE,"9,372",https://www.amereninvestors.com
ROL,"Rollins, Inc.",51.59,24.99B,3.31B,469.51M,484.31M,0.97,53.20,47.77,$0.66 (1.28%),"Nov 12, 2024","1,642,107",51.51,51.23,51.11 - 51.73,39.72 - 52.16,0.70,Buy,49.83 (-3.41%),"Oct 23, 2024",Personal Services,Consumer Discretionary,1948,NYSE,"19,031",https://www.rollins.com
CINF,Cincinnati Financial Corporation,159.61,24.95B,12.16B,3.07B,156.32M,19.47,8.20,23.90,$3.24 (2.03%),"Sep 17, 2024","448,883",159.42,159.42,158.59 - 159.81,99.92 - 159.81,0.67,Buy,136.57 (-14.44%),"Oct 24, 2024",Insurance - Property & Casualty,Financials,1950,NASDAQ,"5,426",https://www.cinfin.com
RF,Regions Financial Corporation,27.31,24.82B,6.56B,1.63B,908.86M,1.77,15.39,12.32,$1.00 (3.66%),"Dec 2, 2024","4,510,625",27.30,27.47,27.22 - 27.49,15.82 - 27.96,1.18,Buy,26.41 (-3.3%),"Jan 17, 2025",Banks - Regional,Financials,1970,NYSE,"20,101",https://www.regions.com
WBD,"Warner Bros. Discovery, Inc.",10.11,24.80B,39.58B,-11.22B,2.45B,-4.59,n/a,31.33,n/a,n/a,"24,530,870",10.38,10.40,10.07 - 10.44,6.64 - 12.70,1.48,Buy,10.75 (+6.33%),"Nov 7, 2024",Entertainment,Communication Services,1923,NASDAQ,"35,300",https://ir.wbd.com
DVN,Devon Energy Corporation,37.71,24.77B,14.53B,3.40B,656.90M,5.41,6.97,8.80,$1.45 (3.85%),"Dec 13, 2024","8,923,819",38.12,38.27,37.28 - 38.28,37.28 - 55.09,2.07,Buy,51.47 (+36.49%),"Nov 5, 2024",Oil & Gas Exploration & Production,Energy,1971,NYSE,"1,900",https://www.devonenergy.com
HUBB,Hubbell Incorporated,460.74,24.73B,5.64B,750.30M,53.67M,13.89,33.18,26.44,$5.28 (1.15%),"Nov 29, 2024","370,546",457.51,463.86,451.78 - 464.96,293.91 - 481.35,0.90,Buy,449.11 (-2.52%),"Oct 29, 2024",Electrical Equipment & Parts,Industrials,1888,NYSE,"18,317",https://www.hubbell.com
WRB,W. R. Berkley Corporation,64.33,24.51B,13.19B,1.58B,381.07M,3.90,16.50,15.50,$0.07 (0.11%),"Sep 23, 2024","775,519",63.19,63.05,63.02 - 64.46,45.75 - 64.46,0.62,Buy,67.08 (+4.28%),"Jan 22, 2025",Insurance - Property & Casualty,Financials,1967,NYSE,"8,329",https://www.berkley.com
FE,FirstEnergy Corp.,42.28,24.37B,13.26B,892.00M,576.32M,1.55,27.27,14.87,$1.70 (4.02%),"Nov 7, 2024","1,325,787",42.08,42.05,41.97 - 42.29,35.41 - 44.97,0.50,Buy,46.36 (+9.65%),"Oct 29, 2024",Utilities - Regulated Electric,Utilities,1996,NYSE,"18,000",https://www.firstenergycorp.com
SBAC,SBA Communications Corporation,226.59,24.36B,2.66B,685.43M,107.52M,6.34,35.76,26.13,$3.92 (1.73%),"Nov 14, 2024","587,802",226.03,225.98,224.76 - 227.66,183.64 - 258.76,0.67,Buy,257.07 (+13.45%),"Oct 28, 2024",REIT - Specialty,Real Estate,"Jun 16, 1999",NASDAQ,"1,787",https://www.sbasite.com
PTC,PTC Inc.,199.26,23.94B,2.30B,376.33M,120.13M,3.12,63.74,33.81,n/a,n/a,"718,092",200.49,200.59,198.46 - 200.68,153.44 - 201.66,1.17,Buy,206.18 (+3.47%),"Nov 6, 2024",Software - Application,Technology,"Dec 7, 1989",NASDAQ,"7,501",https://www.ptc.com
EXPE,"Expedia Group, Inc.",186.28,23.91B,13.39B,1.07B,128.35M,7.63,24.42,13.93,n/a,n/a,"981,779",184.09,184.08,183.21 - 186.51,107.25 - 190.40,1.78,Buy,163.89 (-12.02%),"Nov 7, 2024",Travel Services,Consumer Discretionary,"Nov 10, 1999",NASDAQ,"17,100",https://www.expediagroup.com
CDW,CDW Corporation,177.80,23.69B,20.83B,1.11B,133.26M,8.18,21.73,18.14,$2.50 (1.41%),"Nov 25, 2024","1,749,001",180.74,181.34,177.36 - 181.73,172.95 - 263.37,1.05,Buy,244.63 (+37.59%),"Oct 30, 2024",Information Technology Services,Technology,"May 27, 1993",NASDAQ,"15,100",https://www.cdw.com
ATO,Atmos Energy Corporation,150.33,23.36B,4.17B,1.04B,155.40M,6.83,22.01,21.05,$3.29 (2.19%),"Nov 25, 2024","382,723",150.68,150.18,149.58 - 150.68,110.46 - 151.24,0.67,Buy,141.72 (-5.73%),"Nov 6, 2024",Utilities - Regulated Gas,Utilities,"Jan 1, 1987",NYSE,"5,260",https://www.atmosenergy.com
ES,Eversource Energy,63.58,23.30B,11.62B,-549.35M,366.40M,-1.56,n/a,13.54,$2.86 (4.50%),"Sep 23, 2024","941,166",63.78,63.98,62.83 - 63.85,52.09 - 69.01,0.62,Buy,68.86 (+8.3%),"Nov 4, 2024",Utilities - Regulated Electric,Utilities,1927,NYSE,"10,171",https://www.eversource.com
IFF,International Flavors & Fragrances Inc.,90.93,23.25B,11.42B,-2.32B,255.68M,-9.10,n/a,20.15,$1.60 (1.77%),"Dec 20, 2024","852,765",90.89,90.89,89.95 - 91.39,72.94 - 106.77,1.24,Buy,106.67 (+17.31%),"Nov 5, 2024",Specialty Chemicals,Materials,1833,NYSE,"21,500",https://www.iff.com
WY,Weyerhaeuser Company,31.91,23.19B,7.19B,534.00M,726.58M,0.73,43.69,45.41,$0.80 (2.51%),"Aug 30, 2024","1,685,155",32.09,32.23,31.67 - 32.18,26.73 - 36.27,1.43,Buy,36.33 (+13.85%),"Oct 24, 2024",REIT - Specialty,Real Estate,1900,NYSE,"9,318",https://www.weyerhaeuser.com
WST,"West Pharmaceutical Services, Inc.",319.35,23.13B,2.88B,499.60M,72.42M,6.74,47.38,44.74,$0.84 (0.26%),"Nov 13, 2024","256,215",320.26,319.79,315.28 - 320.50,265.00 - 413.70,1.00,Buy,460.33 (+44.15%),"Oct 24, 2024",Medical Instruments & Supplies,Healthcare,1923,NYSE,"10,600",https://www.westpharma.com
WAT,Waters Corporation,388.15,23.05B,2.91B,622.64M,59.38M,10.48,37.05,30.70,n/a,n/a,"917,670",376.76,378.16,372.63 - 389.26,273.60 - 393.38,0.97,Hold,363.92 (-6.24%),"Nov 1, 2024",Diagnostics & Research,Healthcare,"Nov 16, 1995",NYSE,"7,900",https://www.waters.com
BIIB,Biogen Inc.,157.69,22.98B,9.61B,1.62B,145.72M,11.06,14.26,10.03,n/a,n/a,"1,397,101",159.59,158.71,156.13 - 160.00,153.62 - 268.30,-0.06,Buy,260.48 (+65.19%),"Oct 30, 2024",Drug Manufacturers - General,Healthcare,"Sep 16, 1991",NASDAQ,"7,570",https://www.biogen.com
ERIE,Erie Indemnity Company,438.48,22.93B,3.69B,559.21M,52.29M,12.10,36.23,32.24,$5.10 (1.17%),"Oct 7, 2024","114,222",432.24,431.30,432.24 - 439.23,282.27 - 547.00,0.45,n/a,n/a,"Oct 31, 2024",Insurance Brokers,Financials,"Oct 2, 1995",NASDAQ,"6,556",https://www.erieinsurance.com
CBOE,"Cboe Global Markets, Inc.",217.30,22.75B,3.96B,776.20M,104.69M,7.34,29.60,24.30,$2.52 (1.16%),"Nov 29, 2024","1,479,135",212.32,214.13,210.23 - 219.96,166.13 - 219.96,0.67,Buy,209.42 (-3.62%),"Nov 1, 2024",Financial Data & Stock Exchanges,Financials,"Jun 15, 2010",BATS,"1,647",https://www.cboe.com
TSN,"Tyson Foods, Inc.",63.81,22.71B,53.31B,800.00M,355.86M,2.25,28.36,18.38,$1.96 (3.07%),"Nov 29, 2024","1,045,028",63.50,63.78,63.04 - 63.85,46.51 - 66.88,0.77,Hold,61.60 (-3.46%),"Nov 12, 2024",Farm Products,Consumer Staples,1935,NYSE,"138,000",https://www.tysonfoods.com
TDY,Teledyne Technologies Incorporated,479.03,22.32B,5.59B,943.80M,46.60M,19.76,24.25,27.18,n/a,n/a,"106,946",477.90,477.61,476.25 - 483.11,355.41 - 492.00,1.01,Strong Buy,480.00 (+0.2%),"Oct 23, 2024",Scientific & Technical Instruments,Technology,"Nov 23, 1999",NYSE,"14,900",https://www.teledyne.com
LDOS,"Leidos Holdings, Inc.",166.11,22.16B,16.28B,1.20B,133.43M,8.73,19.02,16.30,$1.60 (0.96%),"Dec 16, 2024","1,056,025",163.59,163.60,162.48 - 166.84,105.52 - 202.90,0.69,Strong Buy,185.79 (+11.85%),"Oct 29, 2024",Information Technology Services,Technology,"Oct 13, 2006",NYSE,"47,000",https://www.leidos.com
PKG,Packaging Corporation of America,248.03,22.12B,8.18B,767.70M,89.17M,8.58,28.76,22.22,$5.00 (2.03%),"Sep 16, 2024","422,477",247.42,247.28,244.01 - 248.35,156.87 - 250.82,0.78,Buy,231.50 (-6.66%),"Oct 22, 2024",Packaging & Containers,Consumer Discretionary,"Jan 27, 2000",NYSE,"14,900",https://www.packagingcorp.com
ZBH,"Zimmer Biomet Holdings, Inc.",110.64,22.02B,7.60B,1.08B,199.04M,5.26,21.05,13.08,$0.96 (0.87%),"Sep 30, 2024","755,069",111.68,110.96,109.79 - 112.00,101.47 - 133.90,1.02,Hold,123.58 (+11.7%),"Oct 30, 2024",Medical Devices,Healthcare,1927,NYSE,"18,000",https://www.zimmerbiomet.com
NTRS,Northern Trust Corporation,110.75,21.95B,7.86B,1.63B,198.22M,8.00,13.84,14.52,$3.00 (2.71%),"Dec 6, 2024","917,940",110.72,110.53,109.85 - 111.19,75.70 - 111.19,1.07,Hold,100.54 (-9.22%),"Oct 23, 2024",Asset Management,Financials,1889,NASDAQ,"23,100",https://www.northerntrust.com
STLD,"Steel Dynamics, Inc.",143.63,21.87B,17.90B,1.75B,152.24M,11.07,12.98,15.65,$1.84 (1.28%),"Sep 30, 2024","895,497",146.00,144.98,143.21 - 148.81,104.60 - 155.56,1.32,Buy,139.90 (-2.6%),"Oct 16, 2024",Steel,Materials,"Nov 21, 1996",NASDAQ,"12,600",https://www.steeldynamics.com
STX,Seagate Technology Holdings plc,101.66,21.50B,7.27B,824.00M,211.53M,3.84,26.45,12.48,$2.88 (2.83%),"Dec 13, 2024","2,201,757",101.92,101.36,101.25 - 103.17,76.30 - 115.32,1.07,Buy,117.56 (+15.64%),"Oct 22, 2024",Computer Hardware,Technology,"Dec 11, 2002",NASDAQ,"30,000",https://www.seagate.com
BLDR,"Builders FirstSource, Inc.",185.92,21.40B,16.73B,1.24B,115.08M,10.23,18.17,16.55,n/a,n/a,"926,088",186.31,189.03,182.82 - 187.21,130.75 - 214.70,2.08,Strong Buy,203.24 (+9.32%),"Nov 5, 2024",Building Products & Equipment,Industrials,"Jun 22, 2005",NYSE,"29,000",https://www.bldr.com
STE,STERIS plc,216.06,21.33B,5.33B,434.80M,98.71M,4.37,48.94,22.28,$2.28 (1.07%),"Nov 19, 2024","378,693",216.07,216.12,213.31 - 216.44,195.47 - 248.24,0.85,Buy,253.00 (+17.1%),"Nov 6, 2024",Medical Devices,Healthcare,"Jun 1, 1992",NYSE,"18,179",https://www.steris.com
CNP,"CenterPoint Energy, Inc.",32.53,21.20B,8.56B,963.00M,651.73M,1.50,21.67,18.80,$0.84 (2.58%),"Nov 21, 2024","2,813,668",32.47,32.48,32.29 - 32.66,25.41 - 32.66,0.92,Hold,29.75 (-8.55%),"Oct 28, 2024",Utilities - Regulated Electric,Utilities,1866,NYSE,"15,001",https://www.centerpointenergy.com
CFG,"Citizens Financial Group, Inc.",48.10,21.20B,7.12B,1.16B,440.70M,2.53,19.00,13.46,$1.68 (3.49%),"Oct 30, 2024","1,717,803",48.30,48.46,47.98 - 48.53,26.13 - 49.25,1.32,Buy,45.47 (-5.47%),"Jan 17, 2025",Banks - Regional,Financials,"Sep 24, 2014",NYSE,"17,750",https://www.citizensbank.com
FOXA,Fox Corporation,46.15,21.08B,14.34B,1.92B,456.74M,4.07,11.34,11.92,$0.53 (1.15%),"Sep 4, 2024","3,774,644",46.29,46.08,45.91 - 46.31,28.29 - 47.59,0.77,Buy,44.13 (-4.38%),"Nov 4, 2024",Entertainment,Communication Services,2018,NASDAQ,"10,200",https://www.foxcorporation.com
CMS,CMS Energy Corporation,70.45,21.05B,7.48B,1.04B,298.78M,3.50,19.91,20.35,$2.06 (2.92%),"Nov 13, 2024","1,794,946",69.82,69.67,69.45 - 70.49,55.10 - 72.40,0.41,Buy,69.07 (-1.96%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1987,NYSE,"8,356",https://www.cmsenergy.com
INVH,Invitation Homes Inc.,34.16,20.99B,2.55B,439.59M,614.58M,0.72,47.59,45.57,$1.12 (3.28%),"Sep 26, 2024","1,727,751",33.89,33.84,33.73 - 34.32,31.01 - 37.80,1.01,Buy,38.79 (+13.55%),"Oct 30, 2024",REIT - Residential,Real Estate,"Feb 1, 2017",NYSE,"1,555",https://www.invitationhomes.com
MKC,"McCormick & Company, Incorporated",77.81,20.88B,6.68B,792.60M,268.36M,2.94,26.47,26.09,$1.68 (2.16%),"Oct 7, 2024","918,997",77.61,77.28,77.04 - 78.10,63.67 - 85.49,0.76,Hold,78.50 (+0.89%),"Oct 1, 2024",Packaged Foods,Consumer Staples,1889,NYSE,"13,800",https://www.mccormickcorporation.com
ZBRA,Zebra Technologies Corporation,402.45,20.76B,4.66B,382.00M,51.58M,7.36,54.65,25.97,n/a,n/a,"353,509",402.44,400.94,399.69 - 403.55,229.65 - 405.62,1.64,Buy,386.20 (-4.04%),"Oct 29, 2024",Communication Equipment,Technology,"Aug 15, 1991",NASDAQ,"9,750",https://www.zebra.com
CLX,The Clorox Company,167.35,20.71B,7.47B,357.00M,123.78M,2.88,58.19,24.49,$4.86 (2.90%),"Jan 29, 2025","680,134",166.79,166.32,165.65 - 167.88,127.60 - 171.35,0.40,Hold,155.00 (-7.38%),"Oct 30, 2024",Household & Personal Products,Consumer Staples,1913,NYSE,"8,000",https://www.thecloroxcompany.com
ESS,"Essex Property Trust, Inc.",309.75,20.63B,1.75B,549.46M,66.60M,8.56,36.20,53.09,$9.80 (3.16%),"Sep 30, 2024","208,902",310.00,309.60,308.24 - 311.25,210.36 - 317.73,0.90,Hold,285.56 (-7.81%),"Oct 29, 2024",REIT - Residential,Real Estate,"Jun 6, 1994",NYSE,"1,750",https://www.essexapartmenthomes.com
FSLR,"First Solar, Inc.",192.32,20.59B,3.85B,1.25B,107.06M,11.61,16.57,9.97,n/a,n/a,"1,704,053",192.36,192.82,187.15 - 192.93,135.88 - 306.77,1.48,Strong Buy,279.00 (+45.07%),"Oct 29, 2024",Solar,Technology,"Nov 17, 2006",NASDAQ,"6,700",https://www.firstsolar.com
IP,International Paper Company,59.11,20.54B,18.64B,420.00M,347.41M,1.18,49.91,27.97,$1.84 (3.11%),"Nov 15, 2024","2,765,600",59.71,59.57,58.58 - 59.84,32.70 - 60.36,0.99,Strong Buy,52.08 (-11.89%),"Oct 31, 2024",Packaging & Containers,Consumer Discretionary,1898,NYSE,"39,000",https://www.internationalpaper.com
NRG,"NRG Energy, Inc.",101.16,20.49B,28.12B,897.00M,202.57M,4.16,24.29,14.64,$1.63 (1.61%),"Nov 1, 2024","3,921,203",93.51,91.87,92.45 - 101.45,46.23 - 102.84,1.09,Buy,102.71 (+1.53%),"Nov 8, 2024",Utilities - Independent Power Producers,Utilities,"May 25, 2000",NYSE,"18,131",https://www.nrg.com
FOX,Fox Corporation,43.81,20.49B,14.34B,1.92B,235.58M,4.07,10.76,11.26,$0.53 (1.21%),"Sep 4, 2024","757,917",43.83,43.71,43.59 - 44.00,25.82 - 44.66,0.77,n/a,n/a,"Nov 4, 2024",Entertainment,Communication Services,2018,NASDAQ,"10,400",https://www.foxcorporation.com
COO,"The Cooper Companies, Inc.",102.64,20.44B,3.80B,359.30M,199.16M,1.80,57.10,25.91,n/a,n/a,"1,204,358",102.75,102.40,101.09 - 103.48,82.22 - 112.38,0.99,Buy,117.00 (+13.99%),"Dec 5, 2024",Medical Instruments & Supplies,Healthcare,1980,NASDAQ,"15,000",https://www.coopercos.com
DRI,"Darden Restaurants, Inc.",173.85,20.43B,11.42B,1.04B,117.50M,8.66,20.08,18.00,$5.60 (3.22%),"Oct 10, 2024","822,508",174.33,175.22,171.37 - 175.07,135.87 - 177.58,1.31,Buy,180.12 (+3.61%),"Dec 19, 2024",Restaurants,Consumer Discretionary,"May 5, 1995",NYSE,"187,384",https://www.darden.com
OMC,Omnicom Group Inc.,104.63,20.41B,15.43B,1.46B,195.09M,7.33,14.28,12.44,$2.80 (2.68%),"Sep 20, 2024","737,123",104.48,104.60,103.83 - 105.08,78.90 - 107.00,0.97,Buy,111.38 (+6.45%),"Oct 15, 2024",Advertising Agencies,Communication Services,1944,NYSE,"75,900",https://www.omnicomgroup.com
SMCI,"Super Micro Computer, Inc.",34.42,20.15B,14.94B,1.21B,585.57M,2.01,17.13,12.19,n/a,n/a,"92,958,567",37.59,38.41,34.03 - 37.61,17.25 - 122.90,1.28,Hold,62.03 (+80.24%),"Dec 10, 2024",Computer Hardware,Technology,"Mar 29, 2007",NASDAQ,"5,126",https://www.supermicro.com
LH,Labcorp Holdings Inc.,238.73,19.97B,12.71B,435.50M,83.64M,5.14,46.49,15.58,$2.88 (1.21%),"Nov 26, 2024","507,253",239.71,240.57,237.42 - 240.60,191.97 - 247.99,1.04,Buy,256.14 (+7.29%),"Oct 24, 2024",Diagnostics & Research,Healthcare,1971,NYSE,"67,000",https://www.labcorp.com
PFG,"Principal Financial Group, Inc.",86.79,19.85B,14.07B,-206.10M,228.73M,-0.88,n/a,10.59,$2.92 (3.36%),"Dec 2, 2024","893,457",86.53,87.04,85.59 - 86.93,71.39 - 91.98,1.20,Hold,85.07 (-1.98%),"Oct 24, 2024",Asset Management,Financials,1879,NASDAQ,"19,800",https://www.principal.com
